package,version,snapshot_time,folder,subfolder
aceEditor,0.1.0,2020-10-19 12:15:55,newbies,NA
acled.api,1.0.7,2020-10-19 12:15:55,newbies,NA
act,0.92,2020-10-19 12:15:55,newbies,NA
altmeta,3.2,2020-10-19 12:15:55,inspect,NA
amapGeocode,0.5.0,2020-10-19 12:15:55,inspect,NA
anndata,0.7.4,2020-10-19 12:15:55,newbies,NA
anovir,0.1.0,2020-10-19 12:15:55,newbies,NA
anyflights,0.3.1,2020-10-19 12:15:55,inspect,NA
APML,0.0.1,2020-10-19 12:15:55,newbies,NA
archetypal,1.1.1,2020-10-19 12:15:55,inspect,NA
assert,1.0.0,2020-10-19 12:15:55,newbies,NA
asymptor,0.2,2020-10-19 12:15:55,newbies,NA
BayesFM,0.1.4,2020-10-19 12:15:55,waiting,NA
bccp,0.1.0,2020-10-19 12:15:55,newbies,NA
BET,0.1.0,2020-10-19 12:15:55,newbies,NA
bggAnalytics,0.1.1,2020-10-19 12:15:55,newbies,NA
biogrowth,0.1.0,2020-10-19 12:15:55,newbies,NA
BlackCarbon,0.1.0,2020-10-19 12:15:55,newbies,NA
BoSSA,3.7,2020-10-19 12:15:55,inspect,NA
brokenstick,1.0.0,2020-10-19 12:15:55,newbies,NA
bst,0.3-22,2020-10-19 12:15:55,inspect,NA
CancerGram,1.0.0,2020-10-19 12:15:55,newbies,NA
CausalMBSTS,0.1.0,2020-10-19 12:15:55,newbies,NA
cd,0.1.0,2020-10-19 12:15:55,newbies,NA
cheese,0.1.1,2020-10-19 12:15:55,inspect,NA
chickn,1.1,2020-10-19 12:15:55,newbies,NA
circlize,0.4.11,2020-10-19 12:15:55,waiting,NA
comsimitv,0.1.4,2020-10-19 12:15:55,newbies,NA
cpsvote,0.1.0,2020-10-19 12:15:55,newbies,NA
cspp,0.2.0,2020-10-19 12:15:55,newbies,NA
ctrdata,1.4.0,2020-10-19 12:15:55,inspect,NA
curephEM,0.1.5,2020-10-19 12:15:55,newbies,NA
CVrisk,1.0.0,2020-10-19 12:15:55,newbies,NA
czso,0.3.0,2020-10-19 12:15:55,inspect,NA
data.table,1.13.2,2020-10-19 12:15:55,inspect,NA
datacleanr,1.0.0,2020-10-19 12:15:55,newbies,NA
dataspice,1.0.0,2020-10-19 12:15:55,newbies,NA
deepgp,0.1.0,2020-10-19 12:15:55,newbies,NA
deepredeff,0.1.0,2020-10-19 12:15:55,newbies,NA
dfoptim,2020.10-1,2020-10-19 12:15:55,inspect,NA
DIDmultiplegt,0.1.0,2020-10-19 12:15:55,newbies,NA
dracor,0.2.3,2020-10-19 12:15:55,newbies,NA
drought,1.0,2020-10-19 12:15:55,newbies,NA
EcotoneFinder,0.2.0,2020-10-19 12:15:55,inspect,NA
ef,1.2.0,2020-10-19 12:15:55,newbies,NA
eicm,1.0.1,2020-10-19 12:15:55,newbies,NA
eirm,0.2.0,2020-10-19 12:15:55,newbies,NA
EnvExpInd,0.1.0,2020-10-19 12:15:55,newbies,NA
epinetr,0.9,2020-10-19 12:15:55,newbies,NA
EpiNow2,1.2.1,2020-10-19 12:15:55,inspect,NA
FFdownload,1.0.3,2020-10-19 12:15:55,newbies,NA
findInFiles,0.1.0,2020-10-19 12:15:55,newbies,NA
flipdownr,0.1.0,2020-10-19 12:15:55,newbies,NA
fmpcloudr,0.1.0,2020-10-19 12:15:55,newbies,NA
foster,0.1.0,2020-10-19 12:15:55,newbies,NA
functiondepends,0.1.1,2020-10-19 12:15:55,newbies,NA
gaussplotR,0.1.4,2020-10-19 12:15:55,newbies,NA
GCSM,0.1.0,2020-10-19 12:15:55,newbies,NA
getDTeval,0.0.1,2020-10-19 12:15:55,newbies,NA
gfboost,0.1.0,2020-10-19 12:15:55,newbies,NA
ggmulti,0.1.0,2020-10-19 12:15:55,newbies,NA
glca,1.0.2,2020-10-19 12:15:55,inspect,NA
gpbStat,0.1.0,2020-10-19 12:15:55,newbies,NA
growthcurver,0.3.1,2020-10-19 12:15:55,inspect,NA
healthfinance,0.1.0,2020-10-19 12:15:55,newbies,NA
hetu,1.0.1,2020-10-19 12:15:55,newbies,NA
hutilscpp,0.5.2,2020-10-19 12:15:55,inspect,NA
i2dash,0.2.2,2020-10-19 12:15:55,newbies,NA
IAcsSPCR,0.1.5,2020-10-19 12:15:55,newbies,NA
iForecast,1.0.1,2020-10-19 12:15:55,newbies,NA
imbibe,0.1.0,2020-10-19 12:15:55,newbies,NA
interleave,0.1.0,2020-10-19 12:15:55,newbies,NA
inti,0.1.0,2020-10-19 12:15:55,newbies,NA
IRSF,1.0.3,2020-10-19 12:15:55,newbies,NA
ivsacim,1.0,2020-10-19 12:15:55,newbies,NA
keys,0.1.0,2020-10-19 12:15:55,newbies,NA
klsh,0.1.0,2020-10-19 12:15:55,newbies,NA
labeling,0.4.2,2020-10-19 12:15:55,waiting,NA
lazytrade,0.4.1,2020-10-19 12:15:55,inspect,NA
lgr,0.4.0,2020-10-19 12:15:55,inspect,NA
libproj,7.1.0-3,2020-10-19 12:15:55,newbies,NA
LimnoPalettes,0.1.0,2020-10-19 12:15:55,newbies,NA
linne,0.0.2,2020-10-19 12:15:55,newbies,NA
lme4,1.1-25,2020-10-19 12:15:55,waiting,NA
marmap,1.0.5,2020-10-19 12:15:55,inspect,NA
mbmixture,0.2-5,2020-10-19 12:15:55,newbies,NA
metajam,0.2.3,2020-10-19 12:15:55,newbies,NA
metamicrobiomeR,1.2,2020-10-19 12:15:55,inspect,NA
MGDrivE2,1.0.1,2020-10-19 12:15:55,newbies,NA
MixSIAR,3.1.12,2020-10-19 12:15:55,newbies,NA
monaco,0.1.0,2020-10-19 12:15:55,newbies,NA
mpcmp,0.3.5,2020-10-19 12:15:55,waiting,NA
MPGE,1.0.0,2020-10-19 12:15:55,newbies,NA
N2R,0.1.1,2020-10-19 12:15:55,pending,NA
nimbleSMC,0.10.0,2020-10-19 12:15:55,newbies,NA
nlnet,1.4,2020-10-19 12:15:55,newbies,NA
node2vec,0.1.0,2020-10-19 12:15:55,newbies,NA
nsga3r,0.1.2,2020-10-19 12:15:55,newbies,NA
openSkies,0.99.2,2020-10-19 12:15:55,newbies,NA
packer,0.0.6,2020-10-19 12:15:55,newbies,NA
PAMmisc,1.6.3,2020-10-19 12:15:55,newbies,NA
ParallelDSM,0.1,2020-10-19 12:15:55,newbies,NA
parallelly,1.20.0,2020-10-19 12:15:55,newbies,NA
Pijavski,1.01,2020-10-19 12:15:55,inspect,NA
podr,0.0.4,2020-10-19 12:15:55,newbies,NA
PortalHacienda,0.1.5,2020-10-19 12:15:55,waiting,NA
prWarp,1.0.0,2020-10-19 12:15:55,newbies,NA
QCA,3.10,2020-10-19 12:15:55,waiting,NA
r3dmol,0.1.0,2020-10-19 12:15:55,newbies,NA
r5r,0.2-0,2020-10-19 12:15:55,pending,NA
raceland,1.1.1,2020-10-19 12:15:55,inspect,NA
Ravages,0.1,2020-10-19 12:15:55,newbies,NA
RcppArmadillo,0.10.1.0.0,2020-10-19 12:15:55,waiting,NA
RcppZiggurat,0.1.6,2020-10-19 12:15:55,waiting,NA
rearrr,0.1.0,2020-10-19 12:15:55,newbies,NA
rEDM,1.6.1,2020-10-19 12:15:55,inspect,NA
rEDM,1.6.1,2020-10-19 12:15:55,pending,NA
reproducer,0.4.0,2020-10-19 12:15:55,inspect,NA
restaurant,0.1.0,2020-10-19 12:15:55,newbies,NA
rgnparser,0.1.0,2020-10-19 12:15:55,newbies,NA
ricu,0.1.1,2020-10-19 12:15:55,newbies,NA
ripserr,0.1.1,2020-10-19 12:15:55,pending,NA
RPEIF,1.1.0,2020-10-19 12:15:55,inspect,NA
rwa,0.0.1,2020-10-19 12:15:55,newbies,NA
SBAGM,0.1.0,2020-10-19 12:15:55,newbies,NA
sccore,0.1.1,2020-10-19 12:15:55,pending,NA
scoringTools,0.1.0,2020-10-19 12:15:55,newbies,NA
SEIRfansy,1.1.0,2020-10-19 12:15:55,newbies,NA
semantic.dashboard,0.1.8,2020-10-19 12:15:55,newbies,NA
shinyscreenshot,0.1.0,2020-10-19 12:15:55,newbies,NA
singcar,0.1.0,2020-10-19 12:15:55,newbies,NA
SMARTbayesR,1.0.0,2020-10-19 12:15:55,newbies,NA
smd,0.6.6,2020-10-19 12:15:55,newbies,NA
smfishHmrf,0.1,2020-10-19 12:15:55,newbies,NA
Smisc,0.4.0,2020-10-19 12:15:55,newbies,NA
Snake,1.0,2020-10-19 12:15:55,newbies,NA
sparkplugs,0.0.1,2020-10-19 12:15:55,newbies,NA
SpotSampling,0.1.0,2020-10-19 12:15:55,newbies,NA
starwarsdb,0.1.0,2020-10-19 12:15:55,newbies,NA
statmod,1.4.35,2020-10-19 12:15:55,waiting,NA
stevetemplates,0.2.0,2020-10-19 12:15:55,newbies,NA
superpc,1.12,2020-10-19 12:15:55,newbies,NA
survivalmodels,0.1.1,2020-10-19 12:15:55,inspect,NA
swdpwr,1.1,2020-10-19 12:15:55,newbies,NA
tablaxlsx,1.2.4,2020-10-19 12:15:55,newbies,NA
tator,0.0.1,2020-10-19 12:15:55,newbies,NA
tdaunif,0.1.0,2020-10-19 12:15:55,newbies,NA
testthat,3.0.0,2020-10-19 12:15:55,waiting,NA
thorn,0.1.0,2020-10-19 12:15:55,newbies,NA
tidycwl,1.0.5,2020-10-19 12:15:55,inspect,NA
tm1r,1.1.5,2020-10-19 12:15:55,inspect,NA
tongfen,0.3,2020-10-19 12:15:55,newbies,NA
TreeTools,1.4.0,2020-10-19 12:15:55,inspect,NA
trending,0.0.1.0,2020-10-19 12:15:55,newbies,NA
vectorwavelet,0.1.0,2020-10-19 12:15:55,newbies,NA
vimpclust,0.1.0,2020-10-19 12:15:55,newbies,NA
VineCopula,2.4.1,2020-10-19 12:15:55,waiting,NA
visualpred,0.1.0,2020-10-19 12:15:55,newbies,NA
vlad,0.2.1,2020-10-19 12:15:55,human,UL
vprr,0.1.0,2020-10-19 12:15:55,newbies,NA
winch,0.0.3,2020-10-19 12:15:55,pending,NA
windex,2.0,2020-10-19 12:15:55,waiting,NA
wsjplot,0.1.0,2020-10-19 12:15:55,newbies,NA
YPmodel,1.4,2020-10-19 12:15:55,newbies,NA
