package,version,snapshot_time,folder,subfolder
ActivityIndex,0.3.7,2020-12-17 23:17:12,newbies,NA
avocado,0.1.0,2020-12-17 23:17:12,newbies,NA
bayesforecast,0.0.1,2020-12-17 23:17:12,newbies,NA
BMisc,1.4.2,2020-12-17 23:17:12,waiting,NA
CoMiRe,0.7,2020-12-17 23:17:12,newbies,NA
CoMiRe,0.7,2020-12-17 23:17:12,waiting,NA
CoOL,0.9.9,2020-12-17 23:17:12,newbies,NA
cowplot,1.1.1,2020-12-17 23:17:12,waiting,NA
csppData,0.1.1,2020-12-17 23:17:12,inspect,NA
ctsem,3.4.1,2020-12-17 23:17:12,pretest,NA
CVEK,0.1-2,2020-12-17 23:17:12,pending,NA
dashCoreComponents,1.13.0,2020-12-17 23:17:12,waiting,NA
dashTable,4.11.0,2020-12-17 23:17:12,waiting,NA
data.table,1.13.6,2020-12-17 23:17:12,waiting,NA
dataprep,0.1.0,2020-12-17 23:17:12,newbies,NA
envi,0.1.3,2020-12-17 23:17:12,inspect,NA
err,1.0.1,2020-12-17 23:17:12,waiting,NA
erratum,2.0.0,2020-12-17 23:17:12,pretest,NA
extRatum,1.0.0,2020-12-17 23:17:12,newbies,NA
fastkmedoids,1.2,2020-12-17 23:17:12,pending,NA
FKF.SP,0.1.0,2020-12-17 23:17:12,newbies,NA
FuzzyQ,0.1.0,2020-12-17 23:17:12,newbies,NA
gawdis,0.1.2,2020-12-17 23:17:12,inspect,NA
geepack,1.3-2,2020-12-17 23:17:12,waiting,NA
ggplot2,3.3.3,2020-12-17 23:17:12,waiting,NA
GLMcat,0.1.0,2020-12-17 23:17:12,newbies,NA
groc,1.0.8,2020-12-17 23:17:12,waiting,NA
gwsem,2.0.8,2020-12-17 23:17:12,pending,NA
hermiter,2.0.1,2020-12-17 23:17:12,pending,NA
horseshoenlm,0.0.6,2020-12-17 23:17:12,newbies,NA
HRM.curve,0.0.1,2020-12-17 23:17:12,newbies,NA
invacost,1.0,2020-12-17 23:17:12,newbies,NA
lamW,2.0.0,2020-12-17 23:17:12,inspect,NA
languageserver,0.3.9,2020-12-17 23:17:12,pretest,NA
libproj,7.1.0-3,2020-12-17 23:17:12,pending,NA
locationgamer,0.1.0,2020-12-17 23:17:12,newbies,NA
mactivate,0.6.3,2020-12-17 23:17:12,newbies,NA
Matrix,1.3-0,2020-12-17 23:17:12,waiting,NA
mixture,2.0.0,2020-12-17 23:17:12,pending,NA
mlpack,3.4.2.1,2020-12-17 23:17:12,pending,NA
MRmediation,1.0.1,2020-12-17 23:17:12,waiting,NA
mstrio,11.3.0.1,2020-12-17 23:17:12,inspect,NA
multibridge,1.0.0,2020-12-17 23:17:12,newbies,NA
NetOrigin,1.1-1,2020-12-17 23:17:12,pretest,NA
nmaplateplot,1.0.0,2020-12-17 23:17:12,newbies,NA
OOI,0.1.0,2020-12-17 23:17:12,newbies,NA
OptCirClust,0.0.3,2020-12-17 23:17:12,pending,NA
OTclust,1.0.4,2020-12-17 23:17:12,pretest,NA
PantaRhei,0.1.2,2020-12-17 23:17:12,newbies,NA
pavo,2.6.1,2020-12-17 23:17:12,newbies,NA
pbkrtest,0.5-0.0,2020-12-17 23:17:12,waiting,NA
peacesciencer,0.1.0,2020-12-17 23:17:12,newbies,NA
PEACH,0.1.1,2020-12-17 23:17:12,newbies,NA
peruse,0.1.0,2020-12-17 23:17:12,newbies,NA
phangorn,2.6.1,2020-12-17 23:17:12,inspect,NA
piecepackr,1.6.3,2020-12-17 23:17:12,inspect,NA
plotly,4.9.3,2020-12-17 23:17:12,inspect,NA
poppr,2.8.7,2020-12-17 23:17:12,pretest,NA
proceduralnames,0.1.0,2020-12-17 23:17:12,newbies,NA
promethee123,0.1.0,2020-12-17 23:17:12,newbies,NA
ProSGPV,0.1.0,2020-12-17 23:17:12,newbies,NA
psychReport,2.0.0,2020-12-17 23:17:12,pretest,NA
qtl2,0.24,2020-12-17 23:17:12,pending,NA
r2d3,0.2.5,2020-12-17 23:17:12,waiting,NA
rfieldclimate,0.1.0,2020-12-17 23:17:12,newbies,NA
RxODE,1.0.1,2020-12-17 23:17:12,pending,NA
rzentra,0.1.0,2020-12-17 23:17:12,newbies,NA
s2,1.0.4,2020-12-17 23:17:12,pending,NA
SDCNway,1.0.1,2020-12-17 23:17:12,inspect,NA
sfcr,0.1.0,2020-12-17 23:17:12,newbies,NA
simPH,1.3.13,2020-12-17 23:17:12,waiting,NA
SIPDIBGE,0.1.0,2020-12-17 23:17:12,newbies,NA
slackr,2.0.1,2020-12-17 23:17:12,waiting,NA
slickR,0.5.0,2020-12-17 23:17:12,pending,NA
specmine,3.0.3,2020-12-17 23:17:12,pretest,NA
stockfish,0.1.0,2020-12-17 23:17:12,newbies,NA
surface,0.5,2020-12-17 23:17:12,pending,NA
syntenyPlotteR,0.2.0,2020-12-17 23:17:12,newbies,NA
UPG,0.2.1,2020-12-17 23:17:12,newbies,NA
valmetrics,1.0.0,2020-12-17 23:17:12,newbies,NA
VARMER,0.1.0,2020-12-17 23:17:12,newbies,NA
WSGeometry,1.0,2020-12-17 23:17:12,newbies,NA
xpose4,4.7.1,2020-12-17 23:17:12,newbies,NA
