package,version,snapshot_time,folder,subfolder
ADMUR,1.0.0,2020-11-14 00:10:22,newbies,NA
ahptopsis2n,0.1.0,2020-11-14 00:10:22,newbies,NA
akiFlagger,0.1.0,2020-11-14 00:10:22,newbies,NA
bayesGAM,0.0.1,2020-11-14 00:10:22,newbies,NA
Bayesrel,0.7.0.1,2020-11-14 00:10:22,pending,NA
BGVAR,2.1.4,2020-11-14 00:10:22,inspect,NA
bigsnpr,1.5.3,2020-11-14 00:10:22,waiting,NA
CancerGram,1.0.0,2020-11-14 00:10:22,inspect,NA
CatDataAnalysis,0.1-3,2020-11-14 00:10:22,newbies,NA
CatReg,2.0.1,2020-11-14 00:10:22,pending,NA
cinaR,0.1.0,2020-11-14 00:10:22,newbies,NA
clubSandwich,0.5.2,2020-11-14 00:10:22,pending,NA
dashCoreComponents,1.13.0,2020-11-14 00:10:22,waiting,NA
dashTable,4.11.0,2020-11-14 00:10:22,waiting,NA
DatabaseConnectorJars,1.2.0,2020-11-14 00:10:22,inspect,NA
DataExplorer,0.8.2,2020-11-14 00:10:22,waiting,NA
Dominance,1.1.2,2020-11-14 00:10:22,inspect,NA
dotgen,0.1.0,2020-11-14 00:10:22,newbies,NA
driveR,0.1.1,2020-11-14 00:10:22,newbies,NA
DSMolgenisArmadillo,1.3.4,2020-11-14 00:10:22,newbies,NA
envi,0.1.1,2020-11-14 00:10:22,newbies,NA
EpiBibR,0.1.0,2020-11-14 00:10:22,newbies,NA
fastDummies,1.6.3,2020-11-14 00:10:22,waiting,NA
FDRestimation,1.0.0,2020-11-14 00:10:22,newbies,NA
FFTrees,1.6.0,2020-11-14 00:10:22,newbies,NA
fredr,2.0.0,2020-11-14 00:10:22,newbies,NA
FSDAM,2020.11-14,2020-11-14 00:10:22,newbies,NA
fsn,0.1,2020-11-14 00:10:22,newbies,NA
gamclass,0.62.3,2020-11-14 00:10:22,inspect,NA
gamlss.mx,6.0-0,2020-11-14 00:10:22,newbies,NA
geneExpressionFromGEO,0.2,2020-11-14 00:10:22,newbies,NA
geogenr,1.0.0,2020-11-14 00:10:22,newbies,NA
getDTeval,0.0.1,2020-11-14 00:10:22,newbies,NA
gmgm,1.0.1,2020-11-14 00:10:22,inspect,NA
GOxploreR,1.1.0,2020-11-14 00:10:22,newbies,NA
gpbStat,0.3.0,2020-11-14 00:10:22,newbies,NA
GWmodel,2.2-2,2020-11-14 00:10:22,pending,NA
joinet,0.0.6,2020-11-14 00:10:22,inspect,NA
kerTests,0.1.1,2020-11-14 00:10:22,newbies,NA
kibior,0.1.0,2020-11-14 00:10:22,newbies,NA
kofdata,0.1.4,2020-11-14 00:10:22,newbies,NA
latrend,1.0.1,2020-11-14 00:10:22,newbies,NA
lazysf,0.1.0,2020-11-14 00:10:22,newbies,NA
ldsep,1.1.0,2020-11-14 00:10:22,pending,NA
libproj,7.1.0-3,2020-11-14 00:10:22,pending,NA
magrittr,2.0.0,2020-11-14 00:10:22,waiting,NA
marmap,1.0.5,2020-11-14 00:10:22,inspect,NA
MatchIt,4.0.0,2020-11-14 00:10:22,waiting,NA
matuR,0.0.1.0,2020-11-14 00:10:22,newbies,NA
mcbette,1.12,2020-11-14 00:10:22,newbies,NA
MetaIntegration,0.1.1,2020-11-14 00:10:22,newbies,NA
MetaSKAT,0.81,2020-11-14 00:10:22,newbies,NA
mice,3.12.0,2020-11-14 00:10:22,waiting,NA
mixComp,0.1-1,2020-11-14 00:10:22,newbies,NA
ML2Pvae,1.0.0,2020-11-14 00:10:22,newbies,NA
mully,2.1.26,2020-11-14 00:10:22,newbies,NA
multcomp,1.4-15,2020-11-14 00:10:22,waiting,NA
N2R,0.1.1,2020-11-14 00:10:22,pending,NA
NADIA,0.4.0,2020-11-14 00:10:22,newbies,NA
netmhc2pan,1.3.1,2020-11-14 00:10:22,newbies,NA
NeuralSens,0.2.2,2020-11-14 00:10:22,newbies,NA
NFLSimulatoR,0.1.0,2020-11-14 00:10:22,inspect,NA
nlrx,0.4.2,2020-11-14 00:10:22,inspect,NA
osDesign,1.8,2020-11-14 00:10:22,newbies,NA
pencal,0.0.1,2020-11-14 00:10:22,newbies,NA
phillydaodata,1.0.0,2020-11-14 00:10:22,newbies,NA
phonfieldwork,0.0.10,2020-11-14 00:10:22,newbies,NA
piton,1.0.0,2020-11-14 00:10:22,waiting,NA
PivotalR,0.1.18.4,2020-11-14 00:10:22,inspect,NA
pocketapi,0.1,2020-11-14 00:10:22,newbies,NA
PoSI,1.1,2020-11-14 00:10:22,newbies,NA
potential,0.1.0,2020-11-14 00:10:22,newbies,NA
POV,0.1.4,2020-11-14 00:10:22,newbies,NA
psqn,0.1.3,2020-11-14 00:10:22,pending,NA
PubMedMining,1.0.0,2020-11-14 00:10:22,newbies,NA
Q7,0.1.0,2020-11-14 00:10:22,newbies,NA
quadrupen,0.2-8,2020-11-14 00:10:22,newbies,NA
raster,3.4-5,2020-11-14 00:10:22,waiting,NA
