package,version,snapshot_time,folder,subfolder
AnchorRegression,0.1.0,2020-11-29 01:27:59,newbies,NA
bcfrailphdv,0.1.0,2020-11-29 01:27:59,newbies,NA
briskaR,1.0.1,2020-11-29 01:27:59,pending,NA
cascadess,0.1.0,2020-11-29 01:27:59,newbies,NA
cat2cat,0.1.7,2020-11-29 01:27:59,pretest,NA
comFuncs,0.0.4,2020-11-29 01:27:59,newbies,NA
cort,0.3.2,2020-11-29 01:27:59,pending,NA
dashCoreComponents,1.13.0,2020-11-29 01:27:59,waiting,NA
dashTable,4.11.0,2020-11-29 01:27:59,waiting,NA
dipw,0.1.0,2020-11-29 01:27:59,newbies,NA
drawsample,0.1.1,2020-11-29 01:27:59,newbies,NA
dscore,1.4.0,2020-11-29 01:27:59,inspect,NA
ellipticalsymmetry,0.1,2020-11-29 01:27:59,newbies,NA
envi,0.1.3,2020-11-29 01:27:59,newbies,NA
fastDummies,1.6.3,2020-11-29 01:27:59,waiting,NA
fcaR,1.0.7,2020-11-29 01:27:59,pending,NA
ftsa,6.0,2020-11-29 01:27:59,pretest,NA
functClust,0.1.6,2020-11-29 01:27:59,newbies,NA
gridtext,0.1.2,2020-11-29 01:27:59,pending,NA
healthyR,0.1.0,2020-11-29 01:27:59,newbies,NA
hse,0.0-14,2020-11-29 01:27:59,waiting,NA
IMIX,0.1-2,2020-11-29 01:27:59,pretest,NA
LAGOSNE,2.0.2,2020-11-29 01:27:59,inspect,NA
landsepi,1.0.2,2020-11-29 01:27:59,pending,NA
LDNN,1.8,2020-11-29 01:27:59,newbies,NA
LDNN,1.9,2020-11-29 01:27:59,newbies,NA
leaflet.multiopacity,0.1.0,2020-11-29 01:27:59,newbies,NA
LearnClust,1.1,2020-11-29 01:27:59,waiting,NA
libproj,7.1.0-3,2020-11-29 01:27:59,pending,NA
Luminescence,0.9.9,2020-11-29 01:27:59,inspect,NA
mapSpain,0.1.1,2020-11-29 01:27:59,newbies,NA
MicroSEC,1.1.2,2020-11-29 01:27:59,newbies,NA
modeltime.gluonts,0.1.0,2020-11-29 01:27:59,newbies,NA
mrgsim.sa,0.1.0,2020-11-29 01:27:59,newbies,NA
N2R,0.1.1,2020-11-29 01:27:59,pending,NA
nipnTK,0.1.0,2020-11-29 01:27:59,newbies,NA
nsyllable,1.0,2020-11-29 01:27:59,pretest,NA
openSkies,0.99.5,2020-11-29 01:27:59,pretest,NA
openSkies,0.99.6,2020-11-29 01:27:59,pretest,NA
PandemicLP,0.2.0,2020-11-29 01:27:59,newbies,NA
PRDA,1.0.0,2020-11-29 01:27:59,inspect,NA
puls,0.1.0,2020-11-29 01:27:59,newbies,NA
pyinit,1.1.1,2020-11-29 01:27:59,pending,NA
qtl2pleio,1.4.3,2020-11-29 01:27:59,pending,NA
rdacca.hp,0.1.0,2020-11-29 01:27:59,newbies,NA
sarp.snowprofile.alignment,1.0.1,2020-11-29 01:27:59,newbies,NA
sccore,0.1.1,2020-11-29 01:27:59,pending,NA
SeleMix,1.0.2,2020-11-29 01:27:59,inspect,NA
SOMEnv,0.1.1,2020-11-29 01:27:59,newbies,NA
srt,1.0.0,2020-11-29 01:27:59,newbies,NA
statswalesr,0.1.1,2020-11-29 01:27:59,inspect,NA
threesixtygiving,0.2.1,2020-11-29 01:27:59,inspect,NA
TraitStats,1.0.0,2020-11-29 01:27:59,newbies,NA
VWPre,1.2.4,2020-11-29 01:27:59,inspect,NA
