package,version,snapshot_time,folder,subfolder,submission_time
agroclim,0.2.0,2022-04-07 22:22:49,newbies,NA,2022-04-06 15:26:00
AQEval,0.4.2,2022-04-07 22:22:49,newbies,NA,2022-04-07 19:34:00
avidaR,1.0.1,2022-04-07 22:22:49,newbies,NA,2022-04-07 09:04:00
bamlss,1.1-7,2022-04-07 22:22:49,waiting,NA,2022-04-07 15:02:00
BayesMallows,1.1.2,2022-04-07 22:22:49,inspect,NA,2022-04-07 14:04:00
BayesPPD,1.0.5,2022-04-07 22:22:49,inspect,NA,2022-04-07 18:53:00
bigtabulate,1.1.9,2022-04-07 22:22:49,waiting,NA,2022-04-05 13:53:00
bmstdr,0.1.4,2022-04-07 22:22:49,newbies,NA,2022-04-05 18:32:00
broom.mixed,0.2.9.4,2022-04-07 22:22:49,pending,NA,2022-03-30 14:38:00
crossnma,1.0.0,2022-04-07 22:22:49,newbies,NA,2022-04-06 12:32:00
DATAstudio,1.0,2022-04-07 22:22:49,newbies,NA,2022-04-06 07:25:00
datazoom.amazonia,0.3.0,2022-04-07 22:22:49,newbies,NA,2022-04-05 15:08:00
deepgp,1.0.0,2022-04-07 22:22:49,inspect,NA,2022-04-07 14:55:00
DemographicTable,0.1.0,2022-04-07 22:22:49,pretest,NA,2022-04-07 20:20:00
dragon,1.2.1,2022-04-07 22:22:49,inspect,NA,2022-04-07 17:42:00
dstat2x2xk,0.2.0,2022-04-07 22:22:49,newbies,NA,2022-04-06 15:45:00
elasdics,0.2.0,2022-04-07 22:22:49,inspect,NA,2022-04-07 13:48:00
EmiR,1.0.3,2022-04-07 22:22:49,inspect,NA,2022-04-07 11:10:00
enveomics.R,1.8.1,2022-04-07 22:22:49,newbies,NA,2022-04-07 14:04:00
FlywayNet,0.1.1,2022-04-07 22:22:49,waiting,NA,2022-03-14 17:25:00
fm.index,0.1.1,2022-04-07 22:22:49,newbies,NA,2022-04-06 21:22:00
GPArotation,2022.4-1,2022-04-07 22:22:49,waiting,NA,2022-04-03 14:45:00
gsbm,0.2.2,2022-04-07 22:22:49,newbies,NA,2022-04-07 13:38:00
guix.install,1.0.0,2022-04-07 22:22:49,inspect,NA,2022-04-07 07:41:00
hilbert,0.2.1,2022-04-07 22:22:49,newbies,NA,2022-04-06 17:51:00
hmer,1.0.0,2022-04-07 22:22:49,newbies,NA,2022-04-07 14:11:00
ImportanceIndice,0.0.1,2022-04-07 22:22:49,newbies,NA,2022-04-06 17:15:00
incidentally,0.9.0,2022-04-07 22:22:49,newbies,NA,2022-04-06 12:53:00
IRISSeismic,1.6.5,2022-04-07 22:22:49,pending,NA,2022-04-07 01:14:00
isoWater,1.1.0,2022-04-07 22:22:49,inspect,NA,2022-04-06 22:32:00
lite,1.0.0,2022-04-07 22:22:49,newbies,NA,2022-04-06 16:54:00
LTASR,0.0.1,2022-04-07 22:22:49,newbies,NA,2022-04-05 17:34:00
modelsummary,0.10.0,2022-04-07 22:22:49,waiting,NA,2022-04-07 11:16:00
MSclust,1.0,2022-04-07 22:22:49,newbies,NA,2022-04-06 18:43:00
mskcc.oncotree,0.1.0,2022-04-07 22:22:49,publish,NA,2022-04-01 19:21:00
MTS,1.2.0,2022-04-07 22:22:49,pending,NA,2022-04-06 17:27:00
NetCoupler,0.1.0,2022-04-07 22:22:49,newbies,NA,2022-04-06 19:56:00
NIMAA,0.2.1,2022-04-07 22:22:49,waiting,NA,2022-04-07 09:16:00
nls2,0.3-1,2022-04-07 22:22:49,waiting,NA,2022-04-03 20:41:00
nltm,1.4.4,2022-04-07 22:22:49,waiting,NA,2022-04-07 10:57:00
pald,0.0.1,2022-04-07 22:22:49,inspect,NA,2022-04-07 18:16:00
pop.lion,1.0.1,2022-04-07 22:22:49,pending,NA,2022-04-07 10:04:00
r2rtf,0.3.4,2022-04-07 22:22:49,inspect,NA,2022-04-07 18:00:00
RAMClustR,1.2.4,2022-04-07 22:22:49,waiting,NA,2022-04-06 13:21:00
RcppEigen,0.3.3.9.2,2022-04-07 22:22:49,waiting,NA,2022-04-05 11:54:00
rstantools,2.2.0,2022-04-07 22:22:49,waiting,NA,2022-04-06 15:51:00
SheetReader,1.0.2,2022-04-07 22:22:49,waiting,NA,2022-04-07 19:02:00
spooky,1.0.0,2022-04-07 22:22:49,newbies,NA,2022-04-06 15:13:00
tidyndr,0.2.1,2022-04-07 22:22:49,inspect,NA,2022-04-07 13:52:00
timbeR,2.0.1,2022-04-07 22:22:49,waiting,NA,2022-04-06 15:04:00
tippy,1.0.0,2022-04-07 22:22:49,waiting,NA,2022-03-26 17:50:00
valet,0.9.0,2022-04-07 22:22:49,newbies,NA,2022-04-06 13:36:00
