package,version,snapshot_time,folder,subfolder
ActivityIndex,0.3.7,2021-01-08 12:29:59,newbies,NA
aptg,0.1.1,2021-01-08 12:29:59,newbies,NA
bayesian,0.0.1,2021-01-08 12:29:59,newbies,NA
bdlp,0.9-2,2021-01-08 12:29:59,inspect,NA
BeSS,2.0.0,2021-01-08 12:29:59,inspect,NA
BMRSr,1.0.2,2021-01-08 12:29:59,pretest,NA
bnma,1.4.0,2021-01-08 12:29:59,pretest,NA
BoutrosLab.plotting.general,6.0.2,2021-01-08 12:29:59,waiting,NA
briskaR,1.0.2,2021-01-08 12:29:59,pending,NA
buildr,0.1.0,2021-01-08 12:29:59,inspect,NA
ccmReportR,0.0.2,2021-01-08 12:29:59,newbies,NA
cecs,0.1.0,2021-01-08 12:29:59,newbies,NA
cld3,1.4.1,2021-01-08 12:29:59,pending,NA
clustcurv,2.0.1,2021-01-08 12:29:59,inspect,NA
cmprskcoxmsm,0.1.0,2021-01-08 12:29:59,newbies,NA
covid19jp,0.1.0,2021-01-08 12:29:59,newbies,NA
ctmm,0.6.0,2021-01-08 12:29:59,pretest,NA
cursr,0.1.0,2021-01-08 12:29:59,newbies,NA
datapackage.r,1.3.2,2021-01-08 12:29:59,inspect,NA
DBI,1.1.1,2021-01-08 12:29:59,waiting,NA
DMCfun,1.3.0,2021-01-08 12:29:59,inspect,NA
DOPE,1.0.4,2021-01-08 12:29:59,newbies,NA
doremi,1.0.0,2021-01-08 12:29:59,inspect,NA
eBsc,4.13,2021-01-08 12:29:59,newbies,NA
eCAR,0.1.0,2021-01-08 12:29:59,inspect,NA
econullnetr,0.2.1,2021-01-08 12:29:59,newbies,NA
eList,0.0.1.0,2021-01-08 12:29:59,newbies,NA
eltr,0.1.0,2021-01-08 12:29:59,newbies,NA
EMDSVRhybrid,0.1.0,2021-01-08 12:29:59,newbies,NA
ensembleTax,1.0.2,2021-01-08 12:29:59,newbies,NA
ExamPAData,0.2.0,2021-01-08 12:29:59,newbies,NA
fastkmedoids,1.2,2021-01-08 12:29:59,pending,NA
faviconPlease,0.1.0,2021-01-08 12:29:59,newbies,NA
fullROC,0.1.0,2021-01-08 12:29:59,newbies,NA
GEInter,0.1.0,2021-01-08 12:29:59,newbies,NA
geostats,1.0,2021-01-08 12:29:59,newbies,NA
ggnewscale,0.4.5,2021-01-08 12:29:59,waiting,NA
ggOceanMaps,1.0.8,2021-01-08 12:29:59,newbies,NA
ggridges,0.5.3,2021-01-08 12:29:59,waiting,NA
git2r,0.28.0,2021-01-08 12:29:59,waiting,NA
greybox,0.6.6,2021-01-08 12:29:59,recheck,NA
gwsem,2.0.9,2021-01-08 12:29:59,pending,NA
hermiter,2.0.2,2021-01-08 12:29:59,pending,NA
HydroMe,2.0-1,2021-01-08 12:29:59,newbies,NA
infer,0.5.4,2021-01-08 12:29:59,waiting,NA
JMbayes2,0.1-1,2021-01-08 12:29:59,newbies,NA
knitcitations,1.0.12,2021-01-08 12:29:59,newbies,NA
kuniezu,0.1.2,2021-01-08 12:29:59,waiting,NA
lfe,2.8-6,2021-01-08 12:29:59,pending,NA
lidR,3.1.0,2021-01-08 12:29:59,pending,NA
LPDynR,1.0.0,2021-01-08 12:29:59,newbies,NA
mactivate,0.6.4,2021-01-08 12:29:59,newbies,NA
marginalRisk,2021.1-6,2021-01-08 12:29:59,newbies,NA
MARSSVRhybrid,0.1.0,2021-01-08 12:29:59,newbies,NA
matrixdist,1.0,2021-01-08 12:29:59,newbies,NA
metaggR,0.1.0,2021-01-08 12:29:59,newbies,NA
metaprotr,1.2.1,2021-01-08 12:29:59,inspect,NA
mined,1.0-3,2021-01-08 12:29:59,inspect,NA
mkin,0.9.50.4,2021-01-08 12:29:59,inspect,NA
mongopipe,0.1.0,2021-01-08 12:29:59,newbies,NA
msaeDB,0.1.0,2021-01-08 12:29:59,newbies,NA
mvProbit,0.1-10,2021-01-08 12:29:59,newbies,NA
