package,version,snapshot_time,folder,subfolder
bootPLS,0.9.9,2021-07-13 22:14:02,newbies,NA
circletyper,1.0.1,2021-07-13 22:14:02,waiting,NA
CKMRpop,0.1.3,2021-07-13 22:14:02,pending,NA
FeatureTerminatoR,1.0.0,2021-07-13 22:14:02,newbies,NA
ffp,0.1.0,2021-07-13 22:14:02,newbies,NA
flexmet,1.1,2021-07-13 22:14:02,waiting,NA
ICDS,0.1.2,2021-07-13 22:14:02,waiting,NA
mark,0.1.4,2021-07-13 22:14:02,newbies,NA
nhdR,0.5.6,2021-07-13 22:14:02,pending,NA
nhdR,0.5.6,2021-07-13 22:14:02,waiting,NA
PhageCocktail,1.0.0,2021-07-13 22:14:02,newbies,NA
phase,1.1.2,2021-07-13 22:14:02,waiting,NA
QFASA,1.1.1,2021-07-13 22:14:02,waiting,NA
readtext,0.81,2021-07-13 22:14:02,waiting,NA
rock,0.4.1,2021-07-13 22:14:02,inspect,NA
RstoxData,1.2.1,2021-07-13 22:14:02,newbies,NA
shiny.reglog,0.2.0.2,2021-07-13 22:14:02,inspect,NA
SOP,1.0,2021-07-13 22:14:02,newbies,NA
tcplfit2,0.1.1,2021-07-13 22:14:02,newbies,NA
tidysq,1.1.2,2021-07-13 22:14:02,pending,NA
tldr,0.2.2,2021-07-13 22:14:02,newbies,NA
vroom,1.5.3,2021-07-13 22:14:02,inspect,NA
