package,version,snapshot_time,folder,subfolder
AnnoProbe,0.1.3,2021-06-08 13:14:44,newbies,NA
Arothron,2.0.2,2021-06-08 13:14:44,inspect,NA
CatReg,2.0.3,2021-06-08 13:14:44,inspect,NA
drda,1.0.0,2021-06-08 13:14:44,newbies,NA
expectreg,0.51,2021-06-08 13:14:44,pending,NA
fixest,0.9.0,2021-06-08 13:14:44,pending,NA
ggprism,1.0.3,2021-06-08 13:14:44,inspect,NA
HEDA,0.1.3,2021-06-08 13:14:44,newbies,NA
hhsmm,0.1.2,2021-06-08 13:14:44,pending,NA
hillshader,0.1.0,2021-06-08 13:14:44,newbies,NA
hutilscpp,0.7.2,2021-06-08 13:14:44,pending,NA
ICGE,0.4,2021-06-08 13:14:44,waiting,NA
lares,5.0.1,2021-06-08 13:14:44,inspect,NA
loon,1.3.7,2021-06-08 13:14:44,waiting,NA
lphom,0.1.4,2021-06-08 13:14:44,pending,NA
nhdplusTools,0.4.2,2021-06-08 13:14:44,pending,NA
np,0.60-11,2021-06-08 13:14:44,pending,NA
ragg,1.1.3,2021-06-08 13:14:44,waiting,NA
seqinr,4.2-8,2021-06-08 13:14:44,waiting,NA
units,0.7-2,2021-06-08 13:14:44,waiting,NA
zipsae,1.0.1,2021-06-08 13:14:44,newbies,NA
