package,version,snapshot_time,folder,subfolder
aghq,0.3.0,2021-11-05 03:38:22,pretest,NA
AgroR,1.2.4,2021-11-05 03:38:22,pending,NA
BayesCACE,1.0,2021-11-05 03:38:22,newbies,NA
biblio,0.0.3,2021-11-05 03:38:22,waiting,NA
BRINDA,0.1.1,2021-11-05 03:38:22,newbies,NA
chicane,0.1.8,2021-11-05 03:38:22,pending,NA
clustermq,0.8.95.2,2021-11-05 03:38:22,pretest,NA
contentid,0.0.14,2021-11-05 03:38:22,inspect,NA
ctpm,1.0.0,2021-11-05 03:38:22,pretest,NA
cyclestreets,0.5.2,2021-11-05 03:38:22,inspect,NA
cyjShiny,1.0.32,2021-11-05 03:38:22,newbies,NA
datasailr,0.8.10,2021-11-05 03:38:22,pending,NA
datefixR,0.1.1,2021-11-05 03:38:22,newbies,NA
EpiSignalDetection,0.1.2,2021-11-05 03:38:22,pending,NA
EPP,0.3.4,2021-11-05 03:38:22,pretest,NA
Eunomia,1.0.2,2021-11-05 03:38:22,newbies,NA
FORTLS,1.0.6,2021-11-05 03:38:22,pending,NA
FracKrigingR,1.0.0,2021-11-05 03:38:22,newbies,NA
fractalRegression,1.0,2021-11-05 03:38:22,pretest,NA
freesurferformats,0.1.16,2021-11-05 03:38:22,waiting,NA
GenMarkov,0.1.0,2021-11-05 03:38:22,newbies,NA
glue,1.5.0,2021-11-05 03:38:22,waiting,NA
Knoema,0.1.19,2021-11-05 03:38:22,pending,NA
libproj,8.1.0-2,2021-11-05 03:38:22,pending,NA
lmridge,1.21,2021-11-05 03:38:22,inspect,NA
lmtest,0.9-39,2021-11-05 03:38:22,waiting,NA
loadflux,0.0.2,2021-11-05 03:38:22,newbies,NA
magi,1.1.1,2021-11-05 03:38:22,pending,NA
mark,0.4.1,2021-11-05 03:38:22,pretest,NA
mctq,0.1.0,2021-11-05 03:38:22,pretest,NA
mFD,1.0.0,2021-11-05 03:38:22,newbies,NA
MoBPS,1.6.64,2021-11-05 03:38:22,pending,NA
pmml,2.5.1,2021-11-05 03:38:22,pretest,NA
popbayes,1.0,2021-11-05 03:38:22,newbies,NA
QHScrnomo,2.2.0,2021-11-05 03:38:22,newbies,NA
rbiom,1.0.3,2021-11-05 03:38:22,pretest,NA
RcppArmadillo,0.10.7.3.0,2021-11-05 03:38:22,pretest,NA
RcppClock,1.1,2021-11-05 03:38:22,pending,NA
RcppSparse,1.0,2021-11-05 03:38:22,newbies,NA
rDataPipeline,0.53.0,2021-11-05 03:38:22,newbies,NA
RJDemetra,0.1.8,2021-11-05 03:38:22,pending,NA
RMVL,0.0.3.3,2021-11-05 03:38:22,pending,NA
rocnp,0.1.0,2021-11-05 03:38:22,newbies,NA
scgwr,0.1.2-2,2021-11-05 03:38:22,pretest,NA
scs,3.0-0,2021-11-05 03:38:22,waiting,NA
ssddata,1.0.0,2021-11-05 03:38:22,newbies,NA
steprf,1.0.0,2021-11-05 03:38:22,newbies,NA
steprf,1.0.0,2021-11-05 03:38:22,pretest,NA
stoRy,0.2.0,2021-11-05 03:38:22,inspect,NA
SWTools,0.2.1.0,2021-11-05 03:38:22,human,UL
taxadb,0.1.4,2021-11-05 03:38:22,pending,NA
tibble,3.1.6,2021-11-05 03:38:22,waiting,NA
topicmodels.etm,0.1.0,2021-11-05 03:38:22,newbies,NA
torch,0.6.1,2021-11-05 03:38:22,pending,NA
treetop,0.0.2,2021-11-05 03:38:22,pretest,NA
tsentiment,1.0.1,2021-11-05 03:38:22,pending,NA
