package,version,snapshot_time,folder,subfolder
ADAPTS,1.0.21,2021-09-30 12:26:08,inspect,NA
AntibodyTiters,0.1.4,2021-09-30 12:26:08,newbies,NA
artemis,1.1.2,2021-09-30 12:26:08,pending,NA
BayesSenMC,0.1.4,2021-09-30 12:26:08,pending,NA
binneR,2.6.0,2021-09-30 12:26:08,pending,NA
CausalMBSTS,0.1.1,2021-09-30 12:26:08,pending,NA
csodata,1.2.1,2021-09-30 12:26:08,pending,NA
CytobankAPI,1.4.0,2021-09-30 12:26:08,waiting,NA
EPP,0.3.3,2021-09-30 12:26:08,pending,NA
expDB,0.1.0,2021-09-30 12:26:08,newbies,NA
framecleaner,0.1.0,2021-09-30 12:26:08,newbies,NA
geostatsp,1.8.6,2021-09-30 12:26:08,inspect,NA
glinvci,1.1.5,2021-09-30 12:26:08,pending,NA
gsbDesign,1.0-2,2021-09-30 12:26:08,newbies,NA
hwig,0.0.2,2021-09-30 12:26:08,newbies,NA
idiogramFISH,2.0.6,2021-09-30 12:26:08,inspect,NA
LDLcalc,1.0,2021-09-30 12:26:08,newbies,NA
libproj,8.1.0-1,2021-09-30 12:26:08,pending,NA
magi,1.1.0,2021-09-30 12:26:08,pending,NA
meshed,0.1.3,2021-09-30 12:26:08,pending,NA
mgcv,1.8-38,2021-09-30 12:26:08,pending,NA
predtools,0.0.2,2021-09-30 12:26:08,newbies,NA
qra,0.2.2,2021-09-30 12:26:08,pending,NA
ractivecampaign,0.1.0,2021-09-30 12:26:08,newbies,NA
ractivecampaign,0.1.1,2021-09-30 12:26:08,newbies,NA
resevol,0.2.0.8,2021-09-30 12:26:08,pending,NA
RMVL,0.0.3.2,2021-09-30 12:26:08,pending,NA
robis,2.8.1,2021-09-30 12:26:08,waiting,NA
SC.MEB,1.1,2021-09-30 12:26:08,newbies,NA
seqR,1.0.1,2021-09-30 12:26:08,pending,NA
shinydashboard,0.7.2,2021-09-30 12:26:08,waiting,NA
simfam,1.0.3,2021-09-30 12:26:08,pending,NA
SMLE,2.0-1,2021-09-30 12:26:08,inspect,NA
stratEst,1.1.4,2021-09-30 12:26:08,pending,NA
SWTools,0.2.1.0,2021-09-30 12:26:08,human,UL
tibble,3.1.5,2021-09-30 12:26:08,waiting,NA
ToxCrit,1.0,2021-09-30 12:26:08,newbies,NA
tremendousr,1.0.0,2021-09-30 12:26:08,inspect,NA
validate,1.1.0,2021-09-30 12:26:08,waiting,NA
