package,version,snapshot_time,folder,subfolder
BayesDesign,0.1.1,2021-05-03 14:36:07,newbies,NA
DatrSL,NA,2021-05-03 14:36:07,pretest,NA
diathor,0.0.6,2021-05-03 14:36:07,inspect,NA
DockerParallel,1.0.0,2021-05-03 14:36:07,newbies,NA
dplyr,1.0.6,2021-05-03 14:36:07,waiting,NA
FiSh,1.1,2021-05-03 14:36:07,inspect,NA
GeodesiCL,1.0.0,2021-05-03 14:36:07,waiting,NA
geouy,0.2.4,2021-05-03 14:36:07,waiting,NA
GUniFrac,1.2,2021-05-03 14:36:07,inspect,NA
ipeadatar,0.1.3,2021-05-03 14:36:07,waiting,NA
lme4,1.1-27,2021-05-03 14:36:07,waiting,NA
meerva,0.2-1,2021-05-03 14:36:07,waiting,NA
MetaDBparse,2.0.0,2021-05-03 14:36:07,pretest,NA
paramlink2,1.0.2,2021-05-03 14:36:07,newbies,NA
proxyC,0.2.0,2021-05-03 14:36:07,waiting,NA
purgeR,1.1,2021-05-03 14:36:07,inspect,NA
RSiena,1.3.0,2021-05-03 14:36:07,waiting,NA
secrlinear,1.1.2,2021-05-03 14:36:07,inspect,NA
sendgridr,0.2.4,2021-05-03 14:36:07,newbies,NA
settings,0.2.6,2021-05-03 14:36:07,waiting,NA
socialh,0.1.0,2021-05-03 14:36:07,pretest,NA
spatialreg,1.1-8,2021-05-03 14:36:07,waiting,NA
SubtypeDrug,0.1.5,2021-05-03 14:36:07,inspect,NA
tesseract,4.1.1,2021-05-03 14:36:07,pending,NA
timsr,0.0.2,2021-05-03 14:36:07,inspect,NA
vetr,0.2.13,2021-05-03 14:36:07,newbies,NA
