package,version,snapshot_time,folder,subfolder
aopdata,0.0.1,2021-03-02 00:16:05,newbies,NA
bestridge,1.0.2,2021-03-02 00:16:05,waiting,NA
bpcs,1.1.0,2021-03-02 00:16:05,waiting,NA
BrazilMet,0.1.0,2021-03-02 00:16:05,newbies,NA
collapse,1.5.2,2021-03-02 00:16:05,recheck,NA
CoTiMA,0.3.5,2021-03-02 00:16:05,newbies,NA
cvCovEst,0.3.4,2021-03-02 00:16:05,inspect,NA
diseq,0.1.4,2021-03-02 00:16:05,inspect,NA
divDyn,0.8.1,2021-03-02 00:16:05,inspect,NA
dplyr,1.0.5,2021-03-02 00:16:05,waiting,NA
drawer,0.1.0,2021-03-02 00:16:05,newbies,NA
drimmR,1.0.0,2021-03-02 00:16:05,newbies,NA
EasyDescribe,0.1.0,2021-03-02 00:16:05,newbies,NA
econetwork,0.5.1,2021-03-02 00:16:05,pending,NA
EvalEst,2021.2-1,2021-03-02 00:16:05,newbies,NA
EValue,4.1.2,2021-03-02 00:16:05,inspect,NA
forImage,0.1.0,2021-03-02 00:16:05,newbies,NA
GeodesiCL,1.0.0,2021-03-02 00:16:05,waiting,NA
GGRidge,0.1.0,2021-03-02 00:16:05,newbies,NA
gmeta,2.3-1,2021-03-02 00:16:05,pending,NA
hillR,0.5.1,2021-03-02 00:16:05,newbies,NA
hlidacr,0.1.2,2021-03-02 00:16:05,newbies,NA
HyperG,1.0.0,2021-03-02 00:16:05,newbies,NA
ibawds,0.1.1,2021-03-02 00:16:05,newbies,NA
ImageFusion,0.0.1,2021-03-02 00:16:05,newbies,NA
kit,0.0.7,2021-03-02 00:16:05,pending,NA
kuniezu,0.1.2,2021-03-02 00:16:05,waiting,NA
lavacreg,0.1-1,2021-03-02 00:16:05,pending,NA
LiblineaR,2.10-12,2021-03-02 00:16:05,recheck,NA
loose.rock,1.1.1,2021-03-02 00:16:05,waiting,NA
lpdensity,2.2,2021-03-02 00:16:05,recheck,NA
mable,3.0.0,2021-03-02 00:16:05,pretest,NA
markerpen,0.1.0,2021-03-02 00:16:05,newbies,NA
matrixprofiler,0.1.4,2021-03-02 00:16:05,pending,NA
mlr3,0.11.0,2021-03-02 00:16:05,waiting,NA
MVTests,2.0.2,2021-03-02 00:16:05,pending,NA
OmegaG,1.0.1,2021-03-02 00:16:05,newbies,NA
ondisc,1.0.0,2021-03-02 00:16:05,newbies,NA
OpenMx,2.19.1,2021-03-02 00:16:05,waiting,NA
params,0.7.3,2021-03-02 00:16:05,inspect,NA
Pareto,2.4.2,2021-03-02 00:16:05,pending,NA
ph2rand,0.1.0,2021-03-02 00:16:05,newbies,NA
phangorn,2.6.2,2021-03-02 00:16:05,waiting,NA
pipenostics,0.1.7,2021-03-02 00:16:05,newbies,NA
ppsr,0.0.2,2021-03-02 00:16:05,newbies,NA
predictoR,1.1.5,2021-03-02 00:16:05,pretest,NA
ProcData,0.3.0,2021-03-02 00:16:05,inspect,NA
prompt,1.0.0,2021-03-02 00:16:05,newbies,NA
rADA,1.1.7,2021-03-02 00:16:05,newbies,NA
RAQSAPI,2.0.0,2021-03-02 00:16:05,newbies,NA
rasterVis,0.50,2021-03-02 00:16:05,waiting,NA
rFUSION,0.1,2021-03-02 00:16:05,newbies,NA
rjpdmp,1.0.0,2021-03-02 00:16:05,waiting,NA
rstpm2,1.5.2,2021-03-02 00:16:05,pending,NA
SBICgraph,1.0.0,2021-03-02 00:16:05,newbies,NA
smartsnp,1.1.0,2021-03-02 00:16:05,newbies,NA
sparklyr,1.6.0,2021-03-02 00:16:05,inspect,NA
sparseLRMatrix,0.1.0,2021-03-02 00:16:05,newbies,NA
spatstat,2.0-1,2021-03-02 00:16:05,waiting,NA
spiR,0.2.1,2021-03-02 00:16:05,waiting,NA
Sshaped,0.99,2021-03-02 00:16:05,newbies,NA
statcanR,0.2.1,2021-03-02 00:16:05,waiting,NA
tiff,0.1-7,2021-03-02 00:16:05,waiting,NA
TKCat,0.5.3,2021-03-02 00:16:05,newbies,NA
treeducken,1.1.0,2021-03-02 00:16:05,pretest,NA
treetop,0.0.1,2021-03-02 00:16:05,newbies,NA
troopdata,0.1.2,2021-03-02 00:16:05,newbies,NA
twangRDC,0.1,2021-03-02 00:16:05,newbies,NA
