package,version,snapshot_time,folder,subfolder
BayesPPD,1.0.1,2021-07-12 15:22:02,pending,NA
BayesTools,0.1.1,2021-07-12 15:22:02,pending,NA
blockcluster,4.5.0,2021-07-12 15:22:02,pending,NA
cartogramR,1.0-0,2021-07-12 15:22:02,pending,NA
collapse,1.6.4,2021-07-12 15:22:02,pending,NA
cubicBsplines,1.0.0,2021-07-12 15:22:02,newbies,NA
FeatureTerminatoR,1.0.0,2021-07-12 15:22:02,newbies,NA
gdalcubes,0.4.0,2021-07-12 15:22:02,pending,NA
geckor,0.1.1,2021-07-12 15:22:02,newbies,NA
GeoFIS,1.0.1,2021-07-12 15:22:02,pending,NA
glmmTMB,1.1.2,2021-07-12 15:22:02,waiting,NA
grpsel,1.1.1,2021-07-12 15:22:02,pending,NA
HeritSeq,1.0.2,2021-07-12 15:22:02,inspect,NA
individual,0.1.3,2021-07-12 15:22:02,pending,NA
ipmr,0.0.3,2021-07-12 15:22:02,inspect,NA
kldtools,1.0,2021-07-12 15:22:02,newbies,NA
lefko3,3.5.2,2021-07-12 15:22:02,inspect,NA
MedianaDesigner,0.2.1,2021-07-12 15:22:02,pending,NA
MIIVsem,0.5.8,2021-07-12 15:22:02,waiting,NA
minimaxdesign,0.1.5,2021-07-12 15:22:02,pretest,NA
MNLpred,0.0.7,2021-07-12 15:22:02,pretest,NA
mombf,3.0.4,2021-07-12 15:22:02,pending,NA
pathwayTMB,0.1.0,2021-07-12 15:22:02,pretest,NA
PhageCocktail,1.0.0,2021-07-12 15:22:02,newbies,NA
phase,1.1.2,2021-07-12 15:22:02,pending,NA
PosRatioDist,1.0.1,2021-07-12 15:22:02,newbies,NA
QFASA,1.1.1,2021-07-12 15:22:02,waiting,NA
qpNCA,1.1.5,2021-07-12 15:22:02,pretest,NA
RcppCWB,0.4.2,2021-07-12 15:22:02,pending,NA
scDiffCom,0.1.0,2021-07-12 15:22:02,newbies,NA
SEofM,0.1.0,2021-07-12 15:22:02,inspect,NA
shinyChakraUI,1.0.0,2021-07-12 15:22:02,newbies,NA
spectre,1.0.2,2021-07-12 15:22:02,pending,NA
wrProteo,1.4.3,2021-07-12 15:22:02,pending,NA
zonebuilder,0.0.2,2021-07-12 15:22:02,newbies,NA
